#name	ftp_path	biosample	species	assembly_level
Alb_cand_Ac_Nc2_GCA_001078535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/535/GCA_001078535.1_ASM107853v1	SAMEA3146300	Albugo candida	Scaffold
Alb_cand_Em2_GCA_000961115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/115/GCA_000961115.1_Alb_can_Em2.v1	SAMN03352093	Albugo candida	Contig
Alb_cand_GCA_040437565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/565/GCA_040437565.1_ASM4043756v1	SAMN41466562	Albugo candida	Scaffold
Alb_laib_GCA_902706625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/706/625/GCA_902706625.1_Albugo_laibachii_Nc14	SAMEA783992	Albugo laibachii	Scaffold
Amoebi_appa_GCA_963693365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/693/365/GCA_963693365.1_Amoebidium_appalachense_reference	SAMEA114595289	Amoebidium appalachense	Scaffold
Amoeboa_occ_FD01_GCA_023515795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/795/GCA_023515795.1_ASM2351579v1	SAMN26806364	Amoeboaphelidium occidentale	Scaffold
Amoeboa_prot_FD95_GCA_023515745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/745/GCA_023515745.1_ASM2351574v1	SAMN26794594	Amoeboaphelidium protococcarum	Scaffold
Amoeboa_prot_X5_GCA_023515725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/725/GCA_023515725.1_ASM2351572v1	SAMN25995881	Amoeboaphelidium protococcarum	Scaffold
Amoebop_sp_AT5_2_GCA_005223375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/223/375/GCA_005223375.1_ASM522337v1	SAMN04347383	Amoebophrya sp.	Contig
Amoebop_sp_GCA_905178155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/178/155/GCA_905178155.1_a120_v1	SAMEA7198938	Amoebophrya sp.	Scaffold
Amoebop_sp_GCA_905178165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/178/165/GCA_905178165.1_a25_v1	SAMEA7198937	Amoebophrya sp.	Scaffold
Amphid_cart_NMCA1314_GCA_019702695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/702/695/GCA_019702695.1_ASM1970269v1	SAMN10845566	Amphidinium carterae	Scaffold
Amphir_fragili_GCA_040437705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/705/GCA_040437705.1_ASM4043770v1	SAMN26329420	Amphiroa fragilissima	Contig
Ana_flam_Busselton2_GCA_027625915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/625/915/GCA_027625915.1_ASM2762591v1	SAMN15167205	Anaeramoeba flamelloides	Contig
Ana_flam_Schooner1_GCA_028892595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/892/595/GCA_028892595.1_DAL_ANA_SC	SAMN15167206	Anaeramoeba flamelloides	Contig
Ana_ign_BMAN_GCA_028826165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/826/165/GCA_028826165.1_ASM2882616v1	SAMN15167204	Anaeramoeba ignava	Contig
And_god_And28_GCA_009859145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/859/145/GCA_009859145.1_Andalucia_godoyi_V16	SAMN12535231	Andalucia godoyi	Scaffold
Ang_amb_GCA_019695575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/695/575/GCA_019695575.1_ASM1969557v1	SAMN16708520	Angomonas ambiguus	Scaffold
Ang_dea_ATCC_PRA_265_GCA_001659865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/865/GCA_001659865.1_Angomonas_deanei_v1.0	SAMN04954948	Angomonas deanei	Scaffold
Ang_dea_Crithidia_deanei_Carvalho_ATCC_PRA_265_GCA_903995115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/995/115/GCA_903995115.1_Adeanei_nanopore_chromosomes	SAMEA6471262	Angomonas deanei	Complete Genome
Ang_dea_GCA_000442575_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/575/GCA_000442575.2_Angomonas_deanei_Genome	SAMN02953856	Angomonas deanei	Scaffold
Ang_dea_TCC036E_GCA_000482225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/482/225/GCA_000482225.1_Adea_1.0	SAMN02953866	Angomonas deanei	Contig
Ang_deso_TCC079E_GCA_000482185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/482/185/GCA_000482185.1_Ades_1.0	SAMN02953865	Angomonas desouzai	Contig
Apha_asta_197901_GCA_003546805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/805/GCA_003546805.1_astaci_197901	SAMN09769445	Aphanomyces astaci	Contig
Apha_asta_APO3_GCF_000520075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/075/GCF_000520075.1_Apha_asta_APO3_V1	SAMN01906578	Aphanomyces astaci	Scaffold
Apha_asta_D2_GCA_003546585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/585/GCA_003546585.1_astaci_D2	SAMN09769426	Aphanomyces astaci	Contig
Apha_asta_Da_GCA_003546825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/825/GCA_003546825.1_Da	SAMN09768903	Aphanomyces astaci	Contig
Apha_asta_E_GCA_009835205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/205/GCA_009835205.1_AaE_v1	SAMN12147657	Aphanomyces astaci	Scaffold
Apha_asta_FDL457_GCA_003546785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/785/GCA_003546785.1_astaci_457	SAMN09769394	Aphanomyces astaci	Contig
Apha_asta_GCA_002197585_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/585/GCA_002197585.2_ASM219758v2	SAMN06563026	Aphanomyces astaci	Scaffold
Apha_asta_GCA_900243735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/735/GCA_900243735.1_Aphanomyces_astaci_v1	SAMEA104443954	Aphanomyces astaci	Scaffold
Apha_asta_KB13_GCA_003666305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/666/305/GCA_003666305.1_astaci_KB13	SAMN09769691	Aphanomyces astaci	Contig
Apha_asta_Kv_GCA_003546565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/565/GCA_003546565.1_astaci_KV	SAMN09769276	Aphanomyces astaci	Contig
Apha_asta_SA_GCA_003546625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/625/GCA_003546625.1_astaci_SA	SAMN09768943	Aphanomyces astaci	Contig
Apha_asta_Si_GCA_003546545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/545/GCA_003546545.1_astaci_Si	SAMN09769272	Aphanomyces astaci	Contig
Apha_asta_Sv_GCA_003546765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/765/GCA_003546765.1_astaci_SV	SAMN09768942	Aphanomyces astaci	Contig
Apha_asta_Yx_GCA_003546605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/605/GCA_003546605.1_astaci_YX	SAMN09769275	Aphanomyces astaci	Contig
Apha_coc_GCA_019828595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/828/595/GCA_019828595.1_UMN_Aphcoc_1.0	SAMN18617838	Aphanomyces cochlioides	Contig
Apha_eut_ATCC_201684_GCA_009835175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/175/GCA_009835175.1_Ae201684_v1	SAMN12147934	Aphanomyces euteiches	Scaffold
Apha_eut_ATCC_201684_GCA_021527685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/685/GCA_021527685.1_ASM2152768v1	SAMN22140459	Aphanomyces euteiches	Contig
Apha_eut_EG109_GCA_021527785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/785/GCA_021527785.1_ASM2152778v1	SAMN21910396	Aphanomyces euteiches	Scaffold
Apha_eut_GCA_900312765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/765/GCA_900312765.1_ASM90031276v1	SAMEA104443621	Aphanomyces euteiches	Scaffold
Apha_eut_MF1_GCA_021527665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/665/GCA_021527665.1_ASM2152766v1	SAMN21928914	Aphanomyces euteiches	Scaffold
Apha_eut_NC1_GCA_021527805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/805/GCA_021527805.1_ASM2152780v1	SAMN21928938	Aphanomyces euteiches	Contig
Apha_eut_RB84_GCA_021527745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/745/GCA_021527745.1_ASM2152774v1	SAMN21928942	Aphanomyces euteiches	Scaffold
Apha_invada_NJM0002_GCA_003546525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/525/GCA_003546525.1_inv_NJM0002	SAMN09769773	Aphanomyces invadans	Contig
Apha_invada_NJM9701_GCF_000520115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/115/GCF_000520115.1_Apha_inva_NJM9701_V1	SAMN01907307	Aphanomyces invadans	Scaffold
Apha_stella_CBS_578_67_GCA_009835185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/185/GCA_009835185.1_As_578.67_v1	SAMN12145847	Aphanomyces stellatus	Scaffold
Apha_stella_GCA_900243725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/725/GCA_900243725.1_Aphanomyces_stellatus_v1	SAMEA104444324	Aphanomyces stellatus	Scaffold
Apha_stella_GCA_900708865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/708/865/GCA_900708865.1_Aphanomyces_stellatus_CBS568.67	SAMEA104444324	Aphanomyces stellatus	Scaffold
Aphe_insu_X_133_GCA_036784855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/784/855/GCA_036784855.1_ZIN_Aphins_1.0	SAMN38222739	Aphelidium insulamus	Contig
Ar_tha	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/735/GCF_000001735.4_TAIR10.1	SAMN03081427	Arabidopsis thaliana	Chromosome
Ascog_tai_GCA_000172235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/235/GCA_000172235.1_ASM17223v1	SAMN02953717	Ascogregarina taiwanensis	Contig
Ascop_nod_Asc_nod3_GCA_964200345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/200/345/GCA_964200345.1_PHAEAnodM_V1	SAMEA115094055	Ascophyllum nodosum	Contig
Asp_taxi_GCA_018397955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/397/955/GCA_018397955.1_ASM1839795v1	SAMN13615734	Asparagopsis taxiformis	Scaffold
Asp_taxi_GCA_018397975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/397/975/GCA_018397975.1_spades	SAMN13615772	Asparagopsis taxiformis	Scaffold
Asp_taxi_GCA_030407315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/407/315/GCA_030407315.1_AtaSC	SAMN26200911	Asparagopsis taxiformis	Contig
Asterionella_for_GCA_002256025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/025/GCA_002256025.1_ASM225602v1	SAMN07280877	Asterionella formosa	Scaffold
Asterionello_gla_A3_GCA_014885115_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/885/115/GCA_014885115.2_ASM1488511v2	SAMN13259158	Asterionellopsis glacialis	Scaffold
Astr_rara_GCA_000211355_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/355/GCA_000211355.2_ASM21135v2	SAMN02953772	Astrammina rara	Scaffold
Aura_acet_HS399_GCA_004332575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/332/575/GCA_004332575.1_ASM433257v1	SAMN08978281	Aurantiochytrium acetophilum	Scaffold
Aura_limacin_BL10_GCA_036850685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/850/685/GCA_036850685.1_Aurantiochytrium_limacinum_BL10_v1	SAMN33866161	Aurantiochytrium limacinum	Contig
Aura_sp_10LW_GCA_041155005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/155/005/GCA_041155005.1_A10LW_1.0	SAMD00787332	Aurantiochytrium sp.	Scaffold
Aura_sp_10W_GCA_041155025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/155/025/GCA_041155025.1_A10W_1.0	SAMD00787333	Aurantiochytrium sp.	Contig
Aura_sp_8W_GCA_041155065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/155/065/GCA_041155065.1_A8W_1.0	SAMD00787335	Aurantiochytrium sp.	Scaffold
Aura_sp_9LR_GCA_041155045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/155/045/GCA_041155045.1_A9LR_1.0	SAMD00787334	Aurantiochytrium sp.	Scaffold
Aura_sp_KH105_GCA_003116975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/116/975/GCA_003116975.1_Auran_KH105_1.0	SAMD00114598	Aurantiochytrium sp.	Scaffold
Aura_sp_L3W_GCA_041154985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/154/985/GCA_041154985.1_AL3W_1.0	SAMD00787331	Aurantiochytrium sp.	Contig
Aura_sp_T66_GCA_001462505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/462/505/GCA_001462505.1_ASM146250v1	SAMN04231178	Aurantiochytrium sp.	Scaffold
Aure_ano_CCMP1707_GCA_021029045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/029/045/GCA_021029045.1_ASM2102904v1	SAMN17317551	Aureococcus anophagefferens	Contig
Aure_ano_CCMP1850_GCA_021029035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/029/035/GCA_021029035.1_ASM2102903v1	SAMN17317550	Aureococcus anophagefferens	Contig
Aure_ano_CCMP1851_GCA_037953725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/953/725/GCA_037953725.1_AA1851-UTK-EC	SAMN38516195	Aureococcus anophagefferens	Scaffold
Aure_ano_CCMP1984_GCA_021029115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/029/115/GCA_021029115.1_ASM2102911v1	SAMN17317549	Aureococcus anophagefferens	Contig
Aure_ano_CCMP1984_GCF_000186865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/865/GCF_000186865.1_v_1.0	SAMN02953754	Aureococcus anophagefferens	Scaffold
Bab_big_BOND_GCA_000723445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/445/GCA_000723445.1_BBBOND_0001	SAMEA3139030	Babesia bigemina	Contig
Bab_big_Bond_GCF_000981445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/445/GCF_000981445.1_Bbig001	SAMEA819968	Babesia bigemina	Chromosome
Bab_big_GCA_018901905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/905/GCA_018901905.1_ASM1890190v1	SAMN17098652	Babesia bigemina	Contig
Bab_big_GCA_018901925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/925/GCA_018901925.1_ASM1890192v1	SAMN17098654	Babesia bigemina	Contig
Bab_bov_GCA_020449125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/449/125/GCA_020449125.1_ASM2044912v1	SAMN20446764	Babesia bovis	Contig
Bab_bov_GCA_020449135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/449/135/GCA_020449135.1_ASM2044913v1	SAMN20446769	Babesia bovis	Contig
Bab_bov_NVSL_348_GCA_030583055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/583/055/GCA_030583055.1_ASM3058305v1	SAMN35009889	Babesia bovis	Complete Genome
Bab_bov_T2Bo_GCF_000165395_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/395/GCF_000165395.2_ASM16539v2	SAMN02953679	Babesia bovis	Chromosome
Bab_cab_GCF_024862765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/862/765/GCF_024862765.1_Bcaballi_D6B2_v1.0	SAMD00325088	Babesia caballi	Contig
Bab_dive_1802A_GCA_018398725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/398/725/GCA_018398725.1_ASM1839872v1	SAMN02439302	Babesia divergens	Scaffold
Bab_dive_Rouen_1987_GCA_001077455_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/455/GCA_001077455.2_ASM107745v2	SAMEA2612614	Babesia divergens	Scaffold
Bab_dun_GCF_028658345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/658/345/GCF_028658345.1_Bduncani_v1	SAMN27116006	Babesia duncani	Chromosome
Bab_dun_WA1_GCA_024586265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/586/265/GCA_024586265.1_ASM2458626v1	SAMN28817732	Babesia duncani	Contig
Bab_gibs_GCA_030849525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/525/GCA_030849525.1_IIZC_BgAZ_1.1	SAMN36661805	Babesia gibsoni	Contig
Bab_gibs_WH58_GCA_035575875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/575/875/GCA_035575875.1_ASM3557587v1	SAMN36865505	Babesia gibsoni	Complete Genome
