#name	ftp_path	biosample	species	assembly_level
Aga_subruf_ABL_49_GCA_029945375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/945/375/GCA_029945375.1_Asub-V01	SAMN32877721	Agaricus subrufescens	Chromosome
Agroa_delphi_SD_GCA_041475395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/475/395/GCA_041475395.1_ASM4147539v1	SAMN37934065	Agroathelia delphinii	Contig
Agroa_rol_CCF1_GCA_036172465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/465/GCA_036172465.1_UNINA_Arolf_CCF1	SAMN38810425	Agroathelia rolfsii	Scaffold
Agroa_rol_GCA_018343895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/343/895/GCA_018343895.1_ASM1834389v1	SAMN15029893	Agroathelia rolfsii	Contig
Agroa_rol_GCA_018343915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/343/915/GCA_018343915.1_ASM1834391v1	SAMN15029894	Agroathelia rolfsii	Contig
Agroa_rol_MR10_GCA_000961905_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/905/GCA_000961905.2_AthRolfv2.0	SAMN03388249	Agroathelia rolfsii	Scaffold
Agroa_rol_Sr_RCBB_GCA_002940785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/940/785/GCA_002940785.1_ASM294078v1	SAMN03278112	Agroathelia rolfsii	Scaffold
Agroc_chax_MP_N11_GCA_027627235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/627/235/GCA_027627235.1_Agrocybe_chaxingu_MP-N11_reassembly	SAMN29495170	Agrocybe chaxingu	Scaffold
Agroc_cylindra_AC9_GCA_013376435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/435/GCA_013376435.1_ASM1337643v1	SAMN06013850	Agrocybe cylindracea	Scaffold
Agroc_cylindra_MG21_GCA_003316655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/655/GCA_003316655.1_ASM331665v1	SAMN09010627	Agrocybe cylindracea	Scaffold
Agroc_pedi_AH_40210_GCA_015484485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/484/485/GCA_015484485.1_Agrped1	SAMN07687480	Agrocybe pediades	Scaffold
Agroc_pedi_CBS_102_39_GCA_013053245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/053/245/GCA_013053245.1_LU_AGP_1.0	SAMN10245923	Agrocybe pediades	Contig
Agroc_praec_GCA_964017115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/017/115/GCA_964017115.1_gfAgrPrae1.1_alternate_haplotype	SAMEA110757064	Agrocybe praecox	Scaffold
Agroc_praec_GCA_964017145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/017/145/GCA_964017145.1_gfAgrPrae1.1	SAMEA110757064	Agrocybe praecox	Chromosome
Agy_rufum_GCA_022814335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/335/GCA_022814335.1_ASM2281433v1	SAMN25961850	Agyrium rufum	Scaffold
Ak_dipt_MBC_259_GCA_030411515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/411/515/GCA_030411515.1_ASM3041151v1	SAMN30838473	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_561_GCA_030779985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/779/985/GCA_030779985.1_ASM3077998v1	SAMN31590376	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_608_GCA_030781665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/781/665/GCA_030781665.1_ASM3078166v1	SAMN31590531	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_628_GCA_030782645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/782/645/GCA_030782645.1_ASM3078264v1	SAMN31590542	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_678_GCA_030781925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/781/925/GCA_030781925.1_ASM3078192v1	SAMN31590569	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_685_GCA_030783805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/783/805/GCA_030783805.1_ASM3078380v1	SAMN31590574	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_690_GCA_030783725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/783/725/GCA_030783725.1_ASM3078372v1	SAMN31590577	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_691_GCA_030783745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/783/745/GCA_030783745.1_ASM3078374v1	SAMN31590578	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_701_GCA_030783385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/783/385/GCA_030783385.1_ASM3078338v1	SAMN31590584	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_708_GCA_030783265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/783/265/GCA_030783265.1_ASM3078326v1	SAMN31590587	Akanthomyces dipterigenus	Contig
Ak_dipt_MBC_741_GCA_030784025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/784/025/GCA_030784025.1_ASM3078402v1	SAMN31590604	Akanthomyces dipterigenus	Contig
Ak_lecanii_CJL01_GCA_016170065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/170/065/GCA_016170065.1_ASM1617006v1	SAMN13023363	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_123_GCA_030411575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/411/575/GCA_030411575.1_ASM3041157v1	SAMN30838420	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_153_GCA_032354155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/354/155/GCA_032354155.1_ASM3235415v1	SAMN30838429	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_159_GCA_030772815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/772/815/GCA_030772815.1_ASM3077281v1	SAMN30838431	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_542_GCA_030780265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/780/265/GCA_030780265.1_ASM3078026v1	SAMN31590368	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_603_GCA_030781825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/781/825/GCA_030781825.1_ASM3078182v1	SAMN31590526	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_729_GCA_030783985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/783/985/GCA_030783985.1_ASM3078398v1	SAMN31590599	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_801_GCA_030785975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/785/975/GCA_030785975.1_ASM3078597v1	SAMN31590628	Akanthomyces lecanii	Contig
Ak_lecanii_MBC_901_GCA_030789525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/789/525/GCA_030789525.1_ASM3078952v1	SAMN31590672	Akanthomyces lecanii	Contig
Ak_lecanii_RCEF_1005_GCA_001636795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/795/GCA_001636795.1_LEL_1.0	SAMN04908331	Akanthomyces lecanii	Scaffold
Ak_lecanii_UM487_GCA_001653215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/215/GCA_001653215.1_ASM165321v1	SAMN04516662	Akanthomyces lecanii	Scaffold
Ak_muscarius_GCA_040955805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/955/805/GCA_040955805.1_AKA_AC3	SAMN39212436	Akanthomyces muscarius	Contig
Ak_muscarius_Ve6_GCF_028009165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/009/165/GCF_028009165.1_ASM2800916v1	SAMN22863613	Akanthomyces muscarius	Chromosome
Alba_ellis_MG60_GCA_003314395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/314/395/GCA_003314395.1_ASM331439v1	SAMN09010628	Albatrellus ellisii	Scaffold
Albi_verruca_DSM_2087_GCA_930272555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/930/272/555/GCA_930272555.1_Myrothecium_verrucaria_DSM_2087_genome	SAMEA12922176	Albifimbria verrucaria	Scaffold
Albi_verruca_IMI_368023_GCA_020081605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/081/605/GCA_020081605.1_ASM2008160v1	SAMN19655718	Albifimbria verrucaria	Scaffold
Albi_verruca_Mv01_GCA_021442215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/442/215/GCA_021442215.1_ASM2144221v1	SAMN19803894	Albifimbria verrucaria	Contig
Albo_yaman_JCM_11844_GCA_001600555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/555/GCA_001600555.1_JCM_11844_assembly_v001	SAMD00028762	Albophoma yamanashiensis	Scaffold
Ale_fallac_GCA_905337325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/337/325/GCA_905337325.1_GTX0161_lecanoromycete	SAMEA8235474	Alectoria fallacina	Scaffold
Ale_fallac_GCA_964255875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/255/875/GCA_964255875.1_private_GTX0161_concoct_merged.0	SAMEA115958285	Alectoria fallacina	Scaffold
Ale_ochrol_GCA_964257205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/257/205/GCA_964257205.1_private_VT19_concoct_bin.7	SAMEA115957984	Alectoria ochroleuca	Scaffold
Ale_sarmentosa_GCA_009733775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/733/775/GCA_009733775.1_ASM973377v1	SAMN13222678	Alectoria sarmentosa	Scaffold
Ale_sarmentosa_GCA_904859925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/859/925/GCA_904859925.1_Alectoria_sarmentosa_X12_MAG	SAMEA7308179	Alectoria sarmentosa	Scaffold
Ale_sarmentosa_GCA_904859945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/859/945/GCA_904859945.1_Alectoria_sarmentosa_Tagirdzhanova-0007_MAG	SAMEA7422938	Alectoria sarmentosa	Scaffold
Ale_sarmentosa_GCA_964255965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/255/965/GCA_964255965.1_private_X12_concoct_bin.4	SAMEA115958246	Alectoria sarmentosa	Scaffold
Alla_cyt_ATCC_66955_GCA_024752435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/752/435/GCA_024752435.1_ASM2475243v1	SAMN30154108	Allantophomopsis cytisporea	Complete Genome
Alla_lycopo_ATCC_66958_GCA_024752465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/752/465/GCA_024752465.1_ASM2475246v1	SAMN30154109	Allantophomopsis lycopodina	Complete Genome
Alloa_africana_NRRL_Y_6762_3_GCA_030581615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/581/615/GCA_030581615.1_ASM3058161v1	SAMN20341932	Alloascoidea africana	Scaffold
Alloa_hyle_JCM_7604_GCA_001600815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/815/GCA_001600815.1_JCM_7604_assembly_v001	SAMD00036790	Alloascoidea hylecoeti	Scaffold
Alloa_hyle_NRRL_Y_17634_GCA_030555715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/555/715/GCA_030555715.1_ASM3055571v1	SAMN20341567	Alloascoidea hylecoeti	Scaffold
Allod_sacchari_CBS_14167_GCA_030565225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/225/GCA_030565225.1_ASM3056522v1	SAMN20341320	Allodekkera sacchari	Scaffold
Allom_arbusculus_Burma_1F_GCA_027604705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/604/705/GCA_027604705.1_ASM2760470v1	SAMN13165476	Allomyces arbusculus	Scaffold
Allom_javanicus_California_12_GCA_027604645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/604/645/GCA_027604645.1_ASM2760464v1	SAMN13165567	Allomyces javanicus	Contig
Allom_macrog_ATCC_38327_GCA_000151295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/295/GCA_000151295.1_A_macrogynus_V3	SAMN02953744	Allomyces macrogynus	Scaffold
Alterna_als_LH_A124_GCA_037044435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/044/435/GCA_037044435.1_ASM3704443v1	SAMN37864978	Alternaria alstroemeriae	Contig
Alterna_alternar_TB_1129_GCA_036971565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/565/GCA_036971565.1_ALTB1129b1.0	SAMN20336325	Alternaria alternarina	Scaffold
Alterna_alternata_Altal1_GCA_023079285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/079/285/GCA_023079285.1_ASM2307928v1	SAMN22899343	Alternaria alternata	Scaffold
Alterna_alternata_ATCC_34957_GCA_001443195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/195/GCA_001443195.1_ASM144319v1	SAMN04225789	Alternaria alternata	Contig
Alterna_alternata_B2a_GCA_001696825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/825/GCA_001696825.1_ASM169682v1	SAMN04427043	Alternaria alternata	Scaffold
Alterna_alternata_B3_GCA_014154925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/154/925/GCA_014154925.1_ASM1415492v1	SAMN15447420	Alternaria alternata	Contig
Alterna_alternata_BC2_RLR_17S_GCA_022344995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/995/GCA_022344995.1_ASM2234499v1	SAMN22211803	Alternaria alternata	Contig
Alterna_alternata_C11_GCA_022344985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/985/GCA_022344985.1_ASM2234498v1	SAMN22211804	Alternaria alternata	Contig
Alterna_alternata_C14_GCA_022344955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/955/GCA_022344955.1_ASM2234495v1	SAMN22211805	Alternaria alternata	Contig
Alterna_alternata_C19_GCA_022344925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/925/GCA_022344925.1_ASM2234492v1	SAMN22211807	Alternaria alternata	Contig
Alterna_alternata_C20_GCA_022344905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/905/GCA_022344905.1_ASM2234490v1	SAMN22211808	Alternaria alternata	Contig
Alterna_alternata_C21_GCA_022344885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/885/GCA_022344885.1_ASM2234488v1	SAMN22211809	Alternaria alternata	Contig
Alterna_alternata_C22_GCA_022344895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/895/GCA_022344895.1_ASM2234489v1	SAMN22211810	Alternaria alternata	Contig
Alterna_alternata_C24_GCA_022344875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/875/GCA_022344875.1_ASM2234487v1	SAMN22211811	Alternaria alternata	Contig
Alterna_alternata_C25_GCA_022344855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/855/GCA_022344855.1_ASM2234485v1	SAMN22211812	Alternaria alternata	Contig
Alterna_alternata_C4_GCA_022344825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/825/GCA_022344825.1_ASM2234482v1	SAMN22211814	Alternaria alternata	Contig
Alterna_alternata_C5_GCA_022344835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/835/GCA_022344835.1_ASM2234483v1	SAMN22211815	Alternaria alternata	Contig
Alterna_alternata_C6_GCA_022344775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/775/GCA_022344775.1_ASM2234477v1	SAMN22211816	Alternaria alternata	Contig
Alterna_alternata_D3_GCA_022344765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/765/GCA_022344765.1_ASM2234476v1	SAMN22211818	Alternaria alternata	Contig
Alterna_alternata_D4_GCA_022344745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/344/745/GCA_022344745.1_ASM2234474v1	SAMN22211819	Alternaria alternata	Contig
Alterna_alternata_DET2001_GCA_020736775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/775/GCA_020736775.1_ASM2073677v1	SAMN14360535	Alternaria alternata	Scaffold
Alterna_alternata_DET2010_GCA_020736745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/745/GCA_020736745.1_ASM2073674v1	SAMN14360537	Alternaria alternata	Scaffold
Alterna_alternata_DET2019_GCA_020736755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/755/GCA_020736755.1_ASM2073675v1	SAMN14360538	Alternaria alternata	Scaffold
